ExerciseID,Name,CollectionNumber,StarterCode,SampleSolution,ExerciseType,Points
2048,UFO chase,3.5.2,"app.background = 'black'

# background stars
Star(320, 50, 2, 5, fill='white')
Star(230, 115, 3, 5, fill='white')
Star(380, 315, 2, 5, fill='white')
Star(150, 190, 2, 5, fill='white')
Star(285, 290, 3, 5, fill='white')
Star(50, 325, 2, 5, fill='white')
Star(210, 375, 2, 5, fill='white')
Star(10, 25, 2, 5, fill='white')

# moon
Circle(50, 100, 30, fill=gradient('black', 'grey', start='left'))
Circle(40, 80, 3, fill=rgb(50, 50, 50))
Circle(65, 85, 4, fill=rgb(85, 85, 85))
Circle(70, 110, 3, fill=rgb(85, 85, 85))
Circle(40, 115, 4, fill=rgb(45, 45, 45))
Circle(45, 95, 4, fill=rgb(55, 55, 55))
Circle(60, 100, 4, fill=rgb(75, 75, 75))
Circle(30, 95, 3, fill=rgb(15, 15, 15))

# trails
trail1 = Line(0, 0, 0, 0, fill='blue', lineWidth=5)
trail2 = Line(0, 0, 0, 0, fill='lime', lineWidth=5)
trail3 = Line(0, 0, 0, 0, fill='red', lineWidth=5)

# fighters
fighter1 = Circle(-10, -10, 5, fill=gradient('lightGrey', 'grey'))
fighter2 = Circle(-10, -10, 5, fill=gradient('lightGrey', 'grey'))
fighter3 = Circle(-10, -10, 5, fill=gradient('darkGrey', 'grey'))

def moveFighter(fighter, newX, newY):
    fighter.centerX = newX
    fighter.centerY = newY

def moveTrail(fighter, trail):
    trail.x1 = trail.x2
    trail.y1 = trail.y2

    trail.x2 = fighter.centerX
    trail.y2 = fighter.centerY

def onMouseMove(mouseX, mouseY):
    # Move each fighter to the end of the previous fighter's trail.
    ### (HINT: The first fighter follows the mouse!)
    ### (HINT: Use the 1st trail's x1 and y1 to move the 2nd trail.)
    ### (HINT: Use the 2nd trail's x1 and y1 to move the 3rd trail.)
    moveFighter(fighter1, mouseX, mouseY)
    moveFighter(fighter2, trail1.x1, trail1.y1)
    moveFighter(fighter3, trail2.x1, trail2.y1)

    # Move each trail to follow the fighter.
    moveTrail(fighter1, trail1)
    moveTrail(fighter2, trail2)
    moveTrail(fighter3, trail3)
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = 'black'

# background stars
Star(320, 50, 2, 5, fill='white')
Star(230, 115, 3, 5, fill='white')
Star(380, 315, 2, 5, fill='white')
Star(150, 190, 2, 5, fill='white')
Star(285, 290, 3, 5, fill='white')
Star(50, 325, 2, 5, fill='white')
Star(210, 375, 2, 5, fill='white')
Star(10, 25, 2, 5, fill='white')

# moon
Circle(50, 100, 30, fill=gradient('black', 'grey', start='left'))
Circle(40, 80, 3, fill=rgb(50, 50, 50))
Circle(65, 85, 4, fill=rgb(85, 85, 85))
Circle(70, 110, 3, fill=rgb(85, 85, 85))
Circle(40, 115, 4, fill=rgb(45, 45, 45))
Circle(45, 95, 4, fill=rgb(55, 55, 55))
Circle(60, 100, 4, fill=rgb(75, 75, 75))
Circle(30, 95, 3, fill=rgb(15, 15, 15))

# trails
trail1 = Line(0, 0, 0, 0, fill='blue', lineWidth=5)
trail2 = Line(0, 0, 0, 0, fill='lime', lineWidth=5)
trail3 = Line(0, 0, 0, 0, fill='red', lineWidth=5)

# fighters
fighter1 = Circle(-10, -10, 5, fill=gradient('lightGrey', 'grey'))
fighter2 = Circle(-10, -10, 5, fill=gradient('lightGrey', 'grey'))
fighter3 = Circle(-10, -10, 5, fill=gradient('darkGrey', 'grey'))

def moveFighter(fighter, newX, newY):
    fighter.centerX = newX
    fighter.centerY = newY

def moveTrail(fighter, trail):
    trail.x1 = trail.x2
    trail.y1 = trail.y2

    trail.x2 = fighter.centerX
    trail.y2 = fighter.centerY

def onMouseMove(mouseX, mouseY):
    # Move each fighter to the end of the previous fighter's trail.
    ### (HINT: The first fighter follows the mouse!)
    ### (HINT: Use the 1st trail's x1 and y1 to move the 2nd trail.)
    ### (HINT: Use the 2nd trail's x1 and y1 to move the 3rd trail.)
    moveFighter(fighter1, mouseX, mouseY)
    moveFighter(fighter2, trail1.x1, trail1.y1)
    moveFighter(fighter3, trail2.x1, trail2.y1)

    # Move each trail to follow the fighter.
    moveTrail(fighter1, trail1)
    moveTrail(fighter2, trail2)
    moveTrail(fighter3, trail3)
",sample,1
2051,Creative task 3,3.5.2,# Fill me in!,,creative,30
2049,Creative task 1,3.5.2,# Fill me in!,,creative,30
2050,Creative task 2,3.5.2,# Fill me in!,,creative,30
2052,Creative task 4,3.5.2,# Fill me in!,,creative,30
2053,Creative task 5,3.5.2,# Fill me in!,,creative,30
2058,Road trip,4.1.2,"def drawMountains():
    Polygon(0, 175, 150, 175, 50, 100, fill='steelBlue')
    Polygon(210, 175, 400, 175, 300, 100, fill='midnightBlue')
    Polygon(50, 175, 190, 175, 130, 120, fill='midnightBlue')

def drawOcean():
    Polygon(0, 285, 180, 175, 0, 175, fill='dodgerBlue')
    Polygon(0, 285, 180, 175, 190, 175, 0, 350, fill='tan')

def drawGround(groundColor):
    Rect(0, 175, 400, 225, fill=groundColor)
    Polygon(0, 350, 0, 400, 400, 400, 400, 350, 210, 175, 190, 175, fill='grey')
    Line(200, 175, 200, 400, lineWidth=10, dashes=True,
         fill=gradient('grey', 'silver', start='top'))

def drawScene(isMountainous, isDesert, isBeach, isNightTime, destination,
              milesToGo):
    # Draws the sky.
    Rect(0, 0, 400, 175, fill='lightSkyBlue')

    # Draw the ground, mountains (if needed), and ocean (if needed) based on the
    # values of the first three parameters.
    ### Place Your Code Here ###

    # Draws the sign board with destination and milesToGo.
    Line(290, 230, 290, 200)
    Line(370, 230, 370, 200)
    Rect(330, 200, 100, 60, fill='green', border='white', align='bottom')
    Label(destination, 330, 160, fill='white', size=16)
    Label(milesToGo, 330, 180, fill='white', size=18)

    # Make the scene darker if it is night-time.
    ### (HINT: Use the Inspector to see what was added to the canvas for this
    #          test case.)
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

def drawMountains():
    Polygon(0, 175, 150, 175, 50, 100, fill='steelBlue')
    Polygon(210, 175, 400, 175, 300, 100, fill='midnightBlue')
    Polygon(50, 175, 190, 175, 130, 120, fill='midnightBlue')

def drawOcean():
    Polygon(0, 285, 180, 175, 0, 175, fill='dodgerBlue')
    Polygon(0, 285, 180, 175, 190, 175, 0, 350, fill='tan')

def drawGround(groundColor):
    Rect(0, 175, 400, 225, fill=groundColor)
    Polygon(0, 350, 0, 400, 400, 400, 400, 350, 210, 175, 190, 175, fill='grey')
    Line(200, 175, 200, 400, lineWidth=10, dashes=True,
         fill=gradient('grey', 'silver', start='top'))

def drawScene(isMountainous, isDesert, isBeach, isNightTime, destination,
              milesToGo):
    # Draws the sky.
    Rect(0, 0, 400, 175, fill='lightSkyBlue')

    # Draw the ground, mountains (if needed), and ocean (if needed) based on the
    # values of the first three parameters.
    if (isMountainous == True):
        drawGround('lightGreen')
        drawMountains()
    elif (isDesert == True):
        drawGround('burlyWood')
    elif (isBeach == True):
        drawGround('lightGreen')
        drawOcean()

    # Draw the sign board with destination and milesToGo.
    Line(290, 230, 290, 200)
    Line(370, 230, 370, 200)
    Rect(330, 200, 100, 60, fill='green', border='white', align='bottom')
    Label(destination, 330, 160, fill='white', size=16)
    Label(milesToGo, 330, 180, fill='white', size=18)

    # Make the scene darker if it is night-time.
    if (isNightTime == True):
        Rect(0, 0, 400, 400, opacity=50)
",regular,3
2061,Spongebob,4.1.2,"# background
Rect(0, 250, 400, 150, fill='sandyBrown')
Rect(0, 0, 400, 250, fill='skyBlue')

# Spongebob's arms
Line(90, 200, 70, 250, fill=rgb(255, 250, 95), lineWidth=10)
Line(70, 245, 100, 260, fill=rgb(255, 250, 95), lineWidth=10)
Line(310, 215, 360, 215, fill=rgb(255, 250, 95), lineWidth=10)

# sleeves
Circle(100, 210, 20, fill='white', border='black')
Circle(300, 210, 20, fill='white', border='black')

# body
Polygon(100, 250, 85, 70, 105, 45, 295, 45,
        315, 70, 300, 250, fill=rgb(255, 250, 95))
Circle(105, 65, 20, fill=rgb(255, 250, 95))
Circle(295, 65, 20, fill=rgb(255, 250, 95))

# clothes
Rect(100, 250, 200, 10, fill='white')
Rect(100, 260, 200, 40, fill=rgb(190, 125, 95))
Polygon(190, 250, 200, 260, 190, 280, 200, 290, 210,
        280, 200, 260, 210, 250, fill='red')

# eyelashes
Line(145, 105, 130, 85, lineWidth=4)
Line(155, 105, 155, 77, lineWidth=4)
Line(175, 105, 185, 85, lineWidth=4)

Line(255, 105, 270, 85, lineWidth=4)
Line(245, 105, 245, 77, lineWidth=4)
Line(225, 105, 215, 85, lineWidth=4)

# smile
Oval(205, 185, 130, 50)
Oval(205, 185, 120, 40, fill=rgb(255, 250, 95))
Rect(140, 160, 130, 25, fill=rgb(255, 250, 95))

# legs
Line(160, 300, 160, 350, fill=rgb(255, 250, 95), lineWidth=10)
Line(240, 300, 240, 350, fill=rgb(255, 250, 95), lineWidth=10)

# eyes
Circle(160, 130, 40, fill='white', border='black')
Circle(240, 130, 40, fill='white', border='black')
Circle(170, 130, 17)
Circle(230, 130, 17)
Circle(170, 130, 15, border=rgb(130, 190, 235), borderWidth=7)
Circle(230, 130, 15, border=rgb(130, 190, 235), borderWidth=7)

# nose
Oval(200, 160, 32, 40, fill=rgb(255, 250, 95), border='black')
Rect(180, 170, 30, 30, fill=rgb(255, 250, 95))

# shoes
Oval(140, 360, 35, 20)
Line(160, 350, 160, 370, lineWidth=10)

Oval(260, 360, 35, 20)
Line(240, 350, 240, 370, lineWidth=10)

# spots
Oval(105, 90, 15, 30, fill=rgb(205, 190, 115))
Oval(290, 80, 15, 20, fill=rgb(205, 190, 115))
Oval(295, 160, 15, 25, fill=rgb(205, 190, 115))
Oval(270, 230, 20, 25, fill=rgb(205, 190, 115))
Oval(120, 210, 20, 35, fill=rgb(205, 190, 115))
Oval(155, 225, 15, 20, fill=rgb(205, 190, 115))

def drawFryCooking():
    Line(360, 240, 360, 150, fill='darkSlateGrey', lineWidth=10)
    Rect(340, 100, 40, 50, fill='darkSlateGrey')
    Line(349, 125, 371, 125, fill='skyBlue', lineWidth=30, dashes=(1, 9))

def drawJellyFishing():
    Line(360, 240, 360, 150, fill='sandyBrown', lineWidth=10)
    Oval(360, 125, 40, 50, fill='grey', opacity=20)
    Oval(335, 125, 80, 50, fill='grey', opacity=20)
    Oval(360, 125, 40, 50, fill=None, border='sandyBrown', borderWidth=7)

def drawConfused():
    Oval(355, 220, 80, 100, fill='white', border='black')
    Polygon(325, 190, 280, 200, 320, 220)
    Polygon(330, 193, 285, 200, 320, 218, fill='white')
    Label('?', 355, 220, size=50)

def drawActivity(activity):
    # Draw an appropriate item using the helper functions depending on
    # the activity.
    ### (HINT: Make sure to draw the appropriate item for undefined activities.)
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# background
Rect(0, 250, 400, 150, fill='sandyBrown')
Rect(0, 0, 400, 250, fill='skyBlue')

# Spongebob's arms
Line(90, 200, 70, 250, fill=rgb(255, 250, 95), lineWidth=10)
Line(70, 245, 100, 260, fill=rgb(255, 250, 95), lineWidth=10)
Line(310, 215, 360, 215, fill=rgb(255, 250, 95), lineWidth=10)

# sleeves
Circle(100, 210, 20, fill='white', border='black')
Circle(300, 210, 20, fill='white', border='black')

# body
Polygon(100, 250, 85, 70, 105, 45, 295, 45,
        315, 70, 300, 250, fill=rgb(255, 250, 95))
Circle(105, 65, 20, fill=rgb(255, 250, 95))
Circle(295, 65, 20, fill=rgb(255, 250, 95))

# clothes
Rect(100, 250, 200, 10, fill='white')
Rect(100, 260, 200, 40, fill=rgb(190, 125, 95))
Polygon(190, 250, 200, 260, 190, 280, 200, 290, 210,
        280, 200, 260, 210, 250, fill='red')

# eyelashes
Line(145, 105, 130, 85, lineWidth=4)
Line(155, 105, 155, 77, lineWidth=4)
Line(175, 105, 185, 85, lineWidth=4)

Line(255, 105, 270, 85, lineWidth=4)
Line(245, 105, 245, 77, lineWidth=4)
Line(225, 105, 215, 85, lineWidth=4)

# smile
Oval(205, 185, 130, 50)
Oval(205, 185, 120, 40, fill=rgb(255, 250, 95))
Rect(140, 160, 130, 25, fill=rgb(255, 250, 95))

# legs
Line(160, 300, 160, 350, fill=rgb(255, 250, 95), lineWidth=10)
Line(240, 300, 240, 350, fill=rgb(255, 250, 95), lineWidth=10)

# eyes
Circle(160, 130, 40, fill='white', border='black')
Circle(240, 130, 40, fill='white', border='black')
Circle(170, 130, 17)
Circle(230, 130, 17)
Circle(170, 130, 15, border=rgb(130, 190, 235), borderWidth=7)
Circle(230, 130, 15, border=rgb(130, 190, 235), borderWidth=7)

# nose
Oval(200, 160, 32, 40, fill=rgb(255, 250, 95), border='black')
Rect(180, 170, 30, 30, fill=rgb(255, 250, 95))

# shoes
Oval(140, 360, 35, 20)
Line(160, 350, 160, 370, lineWidth=10)

Oval(260, 360, 35, 20)
Line(240, 350, 240, 370, lineWidth=10)

# spots
Oval(105, 90, 15, 30, fill=rgb(205, 190, 115))
Oval(290, 80, 15, 20, fill=rgb(205, 190, 115))
Oval(295, 160, 15, 25, fill=rgb(205, 190, 115))
Oval(270, 230, 20, 25, fill=rgb(205, 190, 115))
Oval(120, 210, 20, 35, fill=rgb(205, 190, 115))
Oval(155, 225, 15, 20, fill=rgb(205, 190, 115))

def drawFryCooking():
    Line(360, 240, 360, 150, fill='darkSlateGrey', lineWidth=10)
    Rect(340, 100, 40, 50, fill='darkSlateGrey')
    Line(349, 125, 371, 125, fill='skyBlue', lineWidth=30, dashes=(1, 9))

def drawJellyFishing():
    Line(360, 240, 360, 150, fill='sandyBrown', lineWidth=10)
    Oval(360, 125, 40, 50, fill='grey', opacity=20)
    Oval(335, 125, 80, 50, fill='grey', opacity=20)
    Oval(360, 125, 40, 50, fill=None, border='sandyBrown', borderWidth=7)

def drawConfused():
    Oval(355, 220, 80, 100, fill='white', border='black')
    Polygon(325, 190, 280, 200, 320, 220)
    Polygon(330, 193, 285, 200, 320, 218, fill='white')
    Label('?', 355, 220, size=50)

def drawActivity(activity):
    # Draw an appropriate item using the helper functions depending on
    # the activity.
    if (activity == 'fry-cooking'):
        drawFryCooking()
    elif (activity == 'jelly-fishing'):
        drawJellyFishing()
    else:
        drawConfused()
",regular,1
2059,Volume bars,4.1.2,"app.background = 'black'

leftVolumeBar = Line(75, 300, 75, 400, lineWidth=100, dashes=True,
                     fill=gradient('black', 'red', 'orange', 'yellow',
                                   'lawnGreen', start='top'))
centerVolumeBar = Line(200, 300, 200, 400, lineWidth=100, dashes=True,
                       fill=gradient('black', 'red', 'orange', 'yellow',
                                     'lawnGreen', start='top'))
rightVolumeBar = Line(325, 300, 325, 400, lineWidth=100, dashes=True,
                      fill=gradient('black', 'red', 'orange', 'yellow',
                                    'lawnGreen', start='top'))

def setVolumeBars(newLeftBarY1, newCenterBarY1, newRightBarY1):
    # Set each volume bar to new y1 value.
    leftVolumeBar.y1 = newLeftBarY1
    centerVolumeBar.y1 = newCenterBarY1
    rightVolumeBar.y1 = newRightBarY1

def onMouseMove(mouseX, mouseY):
    # Change the height of volume bars based on which volume bar the mouse is above.
    ### (HINT: The volume bars are set at either a height of mouseY or
    #          400 - mouseY.)
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = 'black'

leftVolumeBar = Line(75, 300, 75, 400, lineWidth=100, dashes=True,
                     fill=gradient('black', 'red', 'orange', 'yellow',
                                   'lawnGreen', start='top'))
centerVolumeBar = Line(200, 300, 200, 400, lineWidth=100, dashes=True,
                       fill=gradient('black', 'red', 'orange', 'yellow',
                                     'lawnGreen', start='top'))
rightVolumeBar = Line(325, 300, 325, 400, lineWidth=100, dashes=True,
                      fill=gradient('black', 'red', 'orange', 'yellow',
                                    'lawnGreen', start='top'))

def setVolumeBars(newLeftBarY1, newCenterBarY1, newRightBarY1):
    # Set each volume bar to new y1 value.
    leftVolumeBar.y1 = newLeftBarY1
    centerVolumeBar.y1 = newCenterBarY1
    rightVolumeBar.y1 = newRightBarY1

def onMouseMove(mouseX, mouseY):
    # Change the height of volume bars based on which volume bar the mouse is above.
    if (mouseX < 125):
        setVolumeBars(mouseY, 400 - mouseY, 400 - mouseY)
    elif (mouseX < 275):
        setVolumeBars(400 - mouseY, mouseY, 400 - mouseY)
    else:
        setVolumeBars(400 - mouseY, 400 - mouseY, mouseY)
",regular,1
2060,Apple tree,4.1.2,"app.background = rgb(205, 230, 240)

season = Label('Spring', 200, 50, size=30)

leaves1 = Circle(200, 260, 75, fill=rgb(140, 195, 30))
leaves2 = Circle(200, 210, 60, fill=rgb(140, 195, 30))
leaves3 = Circle(200, 160, 45, fill=rgb(140, 195, 30))

apple1 = Star(180, 160, 10, 8, fill=gradient('pink', 'violet'), roundness=50)
apple2 = Star(250, 230, 10, 8, fill=gradient('pink', 'violet'), roundness=50)
apple3 = Star(150, 250, 10, 8, fill=gradient('pink', 'violet'), roundness=50)
apple4 = Star(170, 290, 10, 8, fill=gradient('pink', 'violet'), roundness=50)

# trunk
Line(200, 180, 200, 400)

# branches
Line(170, 210, 200, 230)
Line(170, 260, 200, 280)
Line(230, 240, 200, 260)
Line(230, 195, 200, 215)

def colorLeaves(leafColor):
    leaves1.fill = leafColor
    leaves2.fill = leafColor
    leaves3.fill = leafColor

def showApplesOrFlowers(isVisible):
    apple1.visible = isVisible
    apple2.visible = isVisible
    apple3.visible = isVisible
    apple4.visible = isVisible

def changeApples(color, roundness):
    showApplesOrFlowers(True)
    apple1.fill = color
    apple1.roundness = roundness
    apple2.fill = color
    apple2.roundness = roundness
    apple3.fill = color
    apple3.roundness = roundness
    apple4.fill = color
    apple4.roundness = roundness

def onMousePress(mouseX, mouseY):
    # Depending on what season it is, change the leaf, change the Label,
    # and either show or hide the flowers and apples.
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

app.background = rgb(205, 230, 240)

season = Label('Spring', 200, 50, size=30)

leaves1 = Circle(200, 260, 75, fill=rgb(140, 195, 30))
leaves2 = Circle(200, 210, 60, fill=rgb(140, 195, 30))
leaves3 = Circle(200, 160, 45, fill=rgb(140, 195, 30))

apple1 = Star(180, 160, 10, 8, fill=gradient('pink', 'violet'), roundness=50)
apple2 = Star(250, 230, 10, 8, fill=gradient('pink', 'violet'), roundness=50)
apple3 = Star(150, 250, 10, 8, fill=gradient('pink', 'violet'), roundness=50)
apple4 = Star(170, 290, 10, 8, fill=gradient('pink', 'violet'), roundness=50)

# trunk
Line(200, 180, 200, 400)

# branches
Line(170, 210, 200, 230)
Line(170, 260, 200, 280)
Line(230, 240, 200, 260)
Line(230, 195, 200, 215)

def colorLeaves(leafColor):
    leaves1.fill = leafColor
    leaves2.fill = leafColor
    leaves3.fill = leafColor

def showApplesOrFlowers(isVisible):
    apple1.visible = isVisible
    apple2.visible = isVisible
    apple3.visible = isVisible
    apple4.visible = isVisible

def changeApples(color, roundness):
    showApplesOrFlowers(True)
    apple1.fill = color
    apple1.roundness = roundness
    apple2.fill = color
    apple2.roundness = roundness
    apple3.fill = color
    apple3.roundness = roundness
    apple4.fill = color
    apple4.roundness = roundness

def onMousePress(mouseX, mouseY):
    # Depending on what season it is, change the leaf, change the Label,
    # and either show or hide the flowers and apples.
    if (season.value == 'Spring'):
        colorLeaves(rgb(50, 153, 50))
        changeApples('red', 100)
        season.value = 'Summer'
    elif (season.value == 'Summer'):
        colorLeaves(rgb(255, 175, 25))
        showApplesOrFlowers(False)
        season.value = 'Fall'
    elif (season.value == 'Fall'):
        colorLeaves('snow')
        showApplesOrFlowers(False)
        season.value = 'Winter'
    elif (season.value == 'Winter'):
        colorLeaves(rgb(140, 195, 30))
        changeApples(gradient('pink', 'violet'), 50)
        season.value = 'Spring'
",regular,2
2062,Cell reception,4.1.2,"Rect(0, 0, 400, 400,
     fill=gradient('limeGreen', 'yellow', 'orange', 'red', start='top'),
     opacity=20)

cellPhone = Rect(350, 320, 50, 80, border='dimGrey', borderWidth=3, align='center')
cellPhoneButton = Circle(350, 350, 5, fill='dimGrey')

barLow = Rect(180, 340, 10, 15, fill=None, border='dodgerBlue', align='bottom')
barMid = Rect(200, 340, 10, 30, fill=None, border='dodgerBlue', align='bottom')
barHigh = Rect(220, 340, 10, 45, fill=None, border='dodgerBlue', align='bottom')

def onMouseMove(mouseX, mouseY):
    # Move the cellPhone to the mouse location and cellPhoneButton accordingly.
    ### Place Your Code Here ###

    # Based on your mouseY value, fill the reception bars.
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

Rect(0, 0, 400, 400,
     fill=gradient('limeGreen', 'yellow', 'orange', 'red', start='top'),
     opacity=20)

cellPhone = Rect(350, 320, 50, 80, border='dimGrey', borderWidth=3, align='center')
cellPhoneButton = Circle(350, 350, 5, fill='dimGrey')

barLow = Rect(180, 340, 10, 15, fill=None, border='dodgerBlue', align='bottom')
barMid = Rect(200, 340, 10, 30, fill=None, border='dodgerBlue', align='bottom')
barHigh = Rect(220, 340, 10, 45, fill=None, border='dodgerBlue', align='bottom')

def onMouseMove(mouseX, mouseY):
    # Move the cellPhone to the mouse location and cellPhoneButton accordingly.
    cellPhone.centerX = mouseX
    cellPhone.centerY = mouseY
    cellPhoneButton.centerX = mouseX
    cellPhoneButton.centerY = mouseY + 30

    # Based on your mouseY value, fill the reception bars.
    if (mouseY <= 100):
        barLow.fill = 'dodgerBlue'
        barMid.fill = 'dodgerBlue'
        barHigh.fill = 'dodgerBlue'
    elif (mouseY <= 200):
        barLow.fill = 'dodgerBlue'
        barMid.fill = 'dodgerBlue'
        barHigh.fill = None
    elif (mouseY <= 300):
        barLow.fill = 'dodgerBlue'
        barMid.fill = None
        barHigh.fill = None
    else:
        barLow.fill = None
        barMid.fill = None
        barHigh.fill = None
",regular,2
2057,Chameleon,4.1.2,"# background
Rect(0, 0, 200, 400, fill='blueViolet', opacity=70)
Rect(200, 0, 200, 400, fill='limeGreen', opacity=50)

chameleon = Polygon(215, 170, 235, 130, 250, 145, 280, 110, 330, 105, 360, 135,
                    370, 175, 350, 230, 330, 220, 320, 200,  345, 215, 335,
                    175, 250, 175, 240, 180, fill='limeGreen')

def onMousePress(mouseX, mouseY):
    # Move the chameleon to the location of your mouse click.
    ### Place Your Code Here ###

    # Change the fill of chameleon based on mouseX value.
    ### (HINT: Use conditionals!)
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# background
Rect(0, 0, 200, 400, fill='blueViolet', opacity=70)
Rect(200, 0, 200, 400, fill='limeGreen', opacity=50)

chameleon = Polygon(215, 170, 235, 130, 250, 145, 280, 110, 330, 105, 360, 135,
                    370, 175, 350, 230, 330, 220, 320, 200,  345, 215, 335,
                    175, 250, 175, 240, 180, fill='limeGreen')

def onMousePress(mouseX, mouseY):
    # Move the chameleon to the location of your mouse click.
    chameleon.centerX = mouseX
    chameleon.centerY = mouseY

    # Change the fill of chameleon based on mouseX value.
    if (mouseX < 150):
        chameleon.fill = 'blueViolet'
    elif (mouseX < 250):
        chameleon.fill = gradient('blueViolet', 'limeGreen', start='left')
    else:
        chameleon.fill = 'limeGreen'
",regular,1
2063,onKeyPress and onKeyRelease Checkpoint 4,4.2.1.1,"c = Circle(200, 200, 50, fill='plum')

def onKeyPress(key):
    if (key == 'up'):
        c.centerY -= 10
    elif (key == 'down'):
        c.centerY += 10

    # Edit onKeyPress so it works for left and right arrows as well
    # as up and down arrows.
    ### Place Your Code Here ###
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

c = Circle(200, 200, 50, fill='plum')

def onKeyPress(key):
    # Edit onKeyPress so it works for left and right arrows as well
    # as up and down arrows.

    if (key == 'up'):
        c.centerY -= 10
    elif (key == 'down'):
        c.centerY += 10
    elif (key == 'left'):
        c.centerX -= 10
    elif (key == 'right'):
        c.centerX += 10
",regular,1
2069,Tug of war,4.2.2,"# background
Rect(0, 0, 150, 400, fill='red', opacity=10)
Rect(250, 0, 150, 400, fill='blue', opacity=10)

# left person body
Oval(65, 275, 60, 120, fill='salmon')
Circle(65, 200, 20, fill='fireBrick')

# right person body
Oval(335, 275, 55, 120, fill='dodgerBlue')
Circle(335, 200, 20, fill='blue')

# rope
rope = Line(25, 270, 375, 270)
ropeCenter = RegularPolygon(200, 275, 10, 3, fill='red', rotateAngle=180)

# arms
leftPersonArm = Line(60, 255, 100, 275, fill='fireBrick', lineWidth=8)
rightPersonArm = Line(340, 255, 300, 275, fill='blue', lineWidth=8)

# header
header = Label('Tug of War!', 200, 50, size=30)
Label('Press a to pull', 65, 110)
Label('Press l to pull', 335, 110)

def onKeyPress(key):
    # Reset the header.
    header.value = 'Tug of War!'

    # Depending on the key pressed, pull the rope and move the arm.
    # If a key other than a or l is pressed, change the header value.
    ### Place Your Code Here ###

    # Check if either side wins and change the header value accordingly.
    ### Place Your Code Here ###

def onKeyRelease(key):
    # Move the arm back to original position.
    ### Place Your Code Here ###
    pass
","# Carnegie Mellon University Computer Science Academy
# This file is private and provided only to teachers.
# Do not share, post, or otherwise make this file public.

# background
Rect(0, 0, 150, 400, fill='red', opacity=10)
Rect(250, 0, 150, 400, fill='blue', opacity=10)

# left person body
Oval(65, 275, 60, 120, fill='salmon')
Circle(65, 200, 20, fill='fireBrick')

# right person body
Oval(335, 275, 55, 120, fill='dodgerBlue')
Circle(335, 200, 20, fill='blue')

# rope
rope = Line(25, 270, 375, 270)
ropeCenter = RegularPolygon(200, 275, 10, 3, fill='red', rotateAngle=180)

# arms
leftPersonArm = Line(60, 255, 100, 275, fill='fireBrick', lineWidth=8)
rightPersonArm = Line(340, 255, 300, 275, fill='blue', lineWidth=8)

# header
header = Label('Tug of War!', 200, 50, size=30)
Label('Press a to pull', 65, 110)
Label('Press l to pull', 335, 110)

def onKeyPress(key):
    # Reset the header.
    header.value = 'Tug of War!'

    # Depending on the key pressed, pull the rope and move the arm.
    # If a key other than a or l is pressed, change the header value.
    if (key == 'a'):
        ropeCenter.centerX -= 10
        rope.centerX -= 10
        leftPersonArm.centerX -= 10
    elif (key == 'l'):
        ropeCenter.centerX += 10
        rope.centerX += 10
        rightPersonArm.centerX += 10
    else:
        header.value = 'Wrong Key!'

    # Check if either side wins and change the header value accordingly.
    if (ropeCenter.centerX < 150):
        header.value = 'Red wins!'
    elif (ropeCenter.centerX > 250):
        header.value = 'Blue wins!'

def onKeyRelease(key):
    # Move the arm back to original position.
    if (key == 'a'):
        leftPersonArm.centerX += 10
    elif (key == 'l'):
        rightPersonArm.centerX -= 10
",regular,2
