StudentID,ClassroomID,TeacherID,SchoolID
393219,29033,206573,7820
131077,11359,56373,4774
208414,17149,83615,5147
131080,11145,90064,5260
393224,26517,5558,103
218825,17760,121433,5809
393227,26517,5558,103
393228,26517,5558,103
393229,26517,5558,103
131086,11150,10256,166
393231,26517,5558,103
393225,26517,5558,103
393233,26517,5558,103
393234,26517,5558,103
262162,20459,7994,956
131092,6977,5548,260
131090,11145,90064,5260
393235,26517,5558,103
131095,11156,6082,462
131096,11145,90064,5260
131097,11139,90064,5260
393239,26517,5558,103
131099,11145,90064,5260
131100,11139,90064,5260
393244,29067,33550,2186
131098,11145,90064,5260
393247,28969,182746,4347
393249,28969,182746,4347
393251,29039,6062,225
131107,11145,90064,5260
131109,11143,10256,166
393254,29112,118778,4347
262183,20458,7994,956
262184,20458,7994,956
262185,20458,7994,956
262186,20458,7994,956
131115,11139,90064,5260
262188,20458,7994,956
131117,11361,59604,4848
131118,11361,59604,4848
262191,20458,7994,956
262192,20458,7994,956
262193,20458,7994,956
262194,20458,7994,956
262189,20458,7994,956
262196,20458,7994,956
131125,11361,59604,4848
262197,20458,7994,956
131127,11361,59604,4848
131128,11361,59604,4848
131129,11361,59604,4848
262195,20458,7994,956
393275,29067,33550,2186
262204,20459,7994,956
262205,20459,7994,956
262206,20459,7994,956
262207,20459,7994,956
262208,20459,7994,956
262209,20459,7994,956
262210,20459,7994,956
262211,20459,7994,956
262212,20459,7994,956
262213,20459,7994,956
262214,20459,7994,956
390789,28969,182746,4347
390794,28969,182746,4347
131179,13690,47062,
131180,13690,47062,
131181,13690,47062,
390796,28969,182746,4347
393337,19717,13219,351
393338,22114,11757,293
393342,20474,161810,6596
393343,25934,31953,2066
393344,20452,13219,351
359503,26815,14246,1937
390801,28969,182746,4347
262289,19290,240525,8093
131218,7203,61932,4896
131225,10643,92388,3812
393378,28373,377525,9873
78188,6462,50173,517
131241,11141,90064,5260
393395,29112,118778,4347
393396,29131,118778,4347
393397,29131,118778,4347
393398,29131,118778,4347
393399,29131,118778,4347
78191,5888,23992,133
393401,29131,118778,4347
393400,29131,118778,4347
393403,29131,118778,4347
393404,29131,118778,4347
393402,29131,118778,4347
393406,29131,118778,4347
393407,29131,118778,4347
131264,11145,90064,5260
393408,29131,118778,4347
393410,29131,118778,4347
393411,29131,118778,4347
262337,20466,206666,3595
393413,29131,118778,4347
393414,29131,118778,4347
393415,29131,118778,4347
393416,29131,118778,4347
393417,29131,118778,4347
393412,29131,118778,4347
78194,7841,56373,4774
393426,28971,182746,4347
393427,28971,182746,4347
393428,28971,182746,4347
393435,26518,5558,103
393436,26518,5558,103
393437,26518,5558,103
393438,26518,5558,103
393439,26518,5558,103
393440,26518,5558,103
393441,26518,5558,103
393442,26518,5558,103
393443,26518,5558,103
359507,26815,14246,1937
131307,11151,90064,5260
131309,11370,81051,5120
131311,11370,81051,5120
131312,11370,81051,5120
131313,11370,81051,5120
390768,18809,218708,4500
131315,11370,81051,5120
131316,11370,81051,5120
131317,11370,81051,5120
131318,11370,81051,5120
390821,28971,182746,4347
131320,11370,81051,5120
131321,11370,81051,5120
390823,28971,182746,4347
131323,11370,81051,5120
131324,11370,81051,5120
131319,11370,81051,5120
131326,11370,81051,5120
131327,11370,81051,5120
131322,11370,81051,5120
286617,17828,196462,73
131330,11370,81051,5120
131331,11370,81051,5120
131332,11370,81051,5120
390824,28971,182746,4347
286618,17828,196462,73
131335,11370,81051,5120
131336,11295,14855,323
131337,10943,51548,3665
131338,11243,49658,4184
393482,25650,333330,9182
393480,25650,333330,9182
131339,11243,49658,4184
393485,25650,333330,9182
393487,25650,333330,9182
390827,28971,182746,4347
393484,26491,10344,1222
274,12276,233,427
286623,17828,196462,73
131357,7362,11101,517
131360,6049,12183,1012
131363,6049,12183,1012
131365,6049,12183,1012
131366,6049,12183,1012
131367,6049,12183,1012
393510,29112,118778,4347
131369,6049,12183,1012
390832,28971,182746,4347
131375,6049,12183,1012
131376,11372,81051,5120
131377,11372,81051,5120
131378,11372,81051,5120
131379,11372,81051,5120
131380,11372,81051,5120
131382,11372,81051,5120
131383,11372,81051,5120
131384,11372,81051,5120
131385,11372,81051,5120
262458,20293,10471,1167
131387,11372,81051,5120
131388,11372,81051,5120
131386,11372,81051,5120
131390,11372,81051,5120
262462,19467,200285,7700
131392,11372,81051,5120
131393,10573,119365,5775
131394,11372,81051,5120
262467,19467,200285,7700
262468,19467,200285,7700
262466,19467,200285,7700
131396,11372,81051,5120
131395,11372,81051,5120
131397,11372,81051,5120
262469,19467,200285,7700
262465,19467,200285,7700
390839,28696,382274,9974
131403,11372,81051,5120
131406,11372,81051,5120
131407,11132,19846,128
104273,9401,49567,4143
131409,11372,81051,5120
104274,9401,49567,4143
262485,19467,200285,7700
131415,11372,81051,5120
262488,19958,251252,7204
262489,19291,240525,8093
262490,20452,13219,351
390842,13037,154223,6411
262486,20186,12721,146
262494,16507,183264,7063
104276,9401,49567,4143
262504,20452,13219,351
262506,20452,13219,351
262508,20452,13219,351
262509,20452,13219,351
262512,16980,202866,3929
131442,6049,12183,1012
131447,11107,48123,3665
104281,9401,49567,4143
131449,11157,6082,462
385,11609,12330,189
386,6300,12330,189
104283,9401,49567,4143
393,6300,12330,189
394,6300,12330,189
262537,20452,13219,351
262538,19291,240525,8093
262541,20474,161810,6596
104287,9401,49567,4143
131486,11376,117194,
131488,10643,92388,3812
182458,14834,21866,1352
182461,14834,21866,1352
182465,14834,21866,1352
262687,19933,11191,930
262690,19886,17629,1079
262695,19933,11191,930
262705,18075,186505,7128
262706,18075,186505,7128
262710,18075,186505,7128
262712,18075,186505,7128
262713,15851,40009,2847
262714,16602,202867,7771
262715,16602,202867,7771
262716,16602,202867,7771
262717,16602,202867,7771
262718,16602,202867,7771
262719,16602,202867,7771
262720,16602,202867,7771
262721,16602,202867,7771
262722,16602,202867,7771
262723,16602,202867,7771
262724,16602,202867,7771
262725,16602,202867,7771
262726,16602,202867,7771
262728,19293,240525,8093
262729,19293,240525,8093
262730,20488,258697,8238
262731,19293,240525,8093
262733,19293,240525,8093
262735,19933,11191,930
262736,20227,256300,8208
262737,19933,11191,930
262738,19600,12427,1537
262739,19886,17629,1079
262747,20050,55056,4720
262749,16726,177216,2326
262752,20186,12721,146
131684,11375,130614,6016
393840,19270,10061,235
15655,18665,8968,282
262770,19933,11191,930
262771,20189,11226,980
393851,28999,5574,491
393852,28445,33491,2175
393856,28999,5574,491
393857,28445,33491,2175
262790,19742,162139,1814
262791,19740,162139,1814
262792,19742,162139,1814
262793,19742,162139,1814
262794,19742,162139,1814
262795,19742,162139,1814
262796,19742,162139,1814
262797,19742,162139,1814
262798,19742,162139,1814
262799,19742,162139,1814
262800,19742,162139,1814
262801,19742,162139,1814
262802,19742,162139,1814
262803,19742,162139,1814
262804,19742,162139,1814
262805,19742,162139,1814
262806,19742,162139,1814
262807,19742,162139,1814
262808,19742,162139,1814
262809,19742,162139,1814
262810,19742,162139,1814
262811,19742,162139,1814
262812,18844,20208,237
262813,19066,199458,464
131743,11375,130614,6016
262815,18255,11102,350
131745,11396,81051,5120
262818,15089,11944,104
262817,20278,57704,4809
131748,11396,81051,5120
131749,11396,81051,5120
262821,18918,43795,3076
262823,19903,9332,1478
131751,11396,81051,5120
262825,20493,45348,3206
131754,11396,81051,5120
131755,11396,81051,5120
131756,11396,81051,5120
262824,26492,246879,8129
262829,20493,45348,3206
131759,11396,81051,5120
131760,11396,81051,5120
262830,20493,45348,3206
131762,11396,81051,5120
262835,15089,11944,104
131757,11396,81051,5120
262831,20493,45348,3206
131766,11396,81051,5120
131767,11216,48710,3801
131768,11216,48710,3801
262841,20287,34123,1999
131765,11396,81051,5120
131763,11396,81051,5120
131771,11156,6082,462
262845,20493,45348,3206
262846,20493,45348,3206
262842,20493,45348,3206
130396,11163,48567,154
131777,11395,110132,5592
131778,11395,110132,5592
262850,20373,6079,463
262852,20377,141240,6155
131781,11395,110132,5592
262854,20377,141240,6155
131782,11395,110132,5592
131780,11395,110132,5592
131783,11133,19846,128
262851,20377,141240,6155
131787,11397,81051,5120
131788,11397,81051,5120
131789,11397,81051,5120
131790,11397,81051,5120
131791,11397,81051,5120
131792,11397,81051,5120
131793,11397,81051,5120
131794,11397,81051,5120
262860,20313,175288,6879
131795,11397,81051,5120
131796,11397,81051,5120
131798,11397,81051,5120
131799,11397,81051,5120
131800,11397,81051,5120
131802,11397,81051,5120
131803,11397,81051,5120
131804,11105,51548,3665
131805,11216,48710,3801
131806,11216,48710,3801
131807,11216,48710,3801
131808,11216,48710,3801
131809,17089,48710,3801
131810,11216,48710,3801
131811,11216,48710,3801
131812,11216,48710,3801
131825,11157,6082,462
52254,6158,49320,4083
131831,11375,130614,6016
131836,10573,119365,5775
131837,11375,130614,6016
262910,20500,193590,2222
262911,20500,193590,2222
262912,20500,193590,2222
262913,20500,193590,2222
262914,20500,193590,2222
262915,20500,193590,2222
262916,20500,193590,2222
262917,20500,193590,2222
262918,20500,193590,2222
52257,6158,49320,4083
262919,20501,193590,2222
262921,20501,193590,2222
262922,20501,193590,2222
262923,20501,193590,2222
262924,20501,193590,2222
262925,20501,193590,2222
262927,20501,193590,2222
262928,20501,193590,2222
262930,20501,193590,2222
262931,20501,193590,2222
262932,20501,193590,2222
131861,11375,130614,6016
131862,11375,130614,6016
262935,20184,12721,146
131860,11107,48123,3665
131865,11401,122872,5852
131866,11401,122872,5852
131867,11401,122872,5852
262937,18591,230288,8026
262941,20184,12721,146
131869,11401,122872,5852
131871,11401,122872,5852
131872,11401,122872,5852
131873,11401,122872,5852
262945,20184,12721,146
131875,11401,122872,5852
262948,20184,12721,146
131876,11401,122872,5852
262950,20439,122686,5840
131870,11401,122872,5852
131880,11401,122872,5852
262953,20439,122686,5840
262954,20439,122686,5840
131881,11401,122872,5852
262956,20439,122686,5840
262957,20439,122686,5840
131886,11402,122872,5852
131887,11402,122872,5852
262959,19904,9332,1478
262961,19904,9332,1478
131888,11402,122872,5852
262962,19904,9332,1478
262955,20439,122686,5840
131893,11402,122872,5852
131894,11402,122872,5852
131895,11402,122872,5852
131896,11402,122872,5852
131897,11402,122872,5852
262970,19904,9332,1478
131899,11402,122872,5852
131900,11402,122872,5852
131901,11402,122872,5852
262973,19904,9332,1478
262975,19904,9332,1478
131903,11145,90064,5260
262977,20439,122686,5840
131905,11144,90064,5260
262976,20184,12721,146
262978,19904,9332,1478
262981,19904,9332,1478
262979,20439,122686,5840
262983,19904,9332,1478
262985,19904,9332,1478
262986,20184,12721,146
131915,11400,29146,1971
262987,19904,9332,1478
131917,11400,29146,1971
262989,20047,252015,1748
394061,8838,86988,5197
131921,11400,29146,1971
131922,11400,29146,1971
131923,11400,29146,1971
394067,27759,373350,6585
262995,17252,28025,1263
262996,20047,252015,1748
262999,20313,175288,6879
131928,11400,29146,1971
131929,11400,29146,1971
262998,20313,175288,6879
131930,11400,29146,1971
131932,11400,29146,1971
131933,11400,29146,1971
263006,19943,8404,110
263007,19943,8404,110
263005,19943,8404,110
263009,19943,8404,110
131938,11400,29146,1971
263011,19943,8404,110
263012,19943,8404,110
131941,11400,29146,1971
131942,11400,29146,1971
131939,11400,29146,1971
263014,19943,8404,110
131945,11400,29146,1971
263017,19943,8404,110
131946,11400,29146,1971
263015,19943,8404,110
263021,20293,10471,1167
104381,9434,20306,359
131952,11359,56373,4774
263024,20223,48032,3631
131954,11359,56373,4774
131955,11359,56373,4774
263028,20504,45348,3206
263029,20504,45348,3206
131956,11359,56373,4774
131959,11359,56373,4774
131958,11359,56373,4774
263033,20504,45348,3206
263034,20504,45348,3206
394107,25650,333330,9182
263035,20504,45348,3206
131963,11359,56373,4774
394110,25650,333330,9182
104384,9434,20306,359
263040,20504,45348,3206
131962,11359,56373,4774
131969,10743,24713,398
131971,10551,40939,2932
131972,11375,130614,6016
131973,11406,34761,2335
104385,9434,20306,359
394117,29180,394066,10167
131976,11375,130614,6016
263047,20504,45348,3206
131978,11407,12819,155
394123,29067,33550,2186
131974,11375,130614,6016
131980,11407,12819,155
131982,24676,12819,155
131983,11407,12819,155
131984,11407,12819,155
131985,24676,12819,155
131986,11407,12819,155
131987,24676,12819,155
131988,11407,12819,155
131989,24676,12819,155
131990,11407,12819,155
131991,10743,24713,398
131992,11409,129858,6011
104388,9434,20306,359
104390,9434,20306,359
132007,11182,44038,3088
132008,11182,44038,3088
132009,11182,44038,3088
132010,11182,44038,3088
132013,11114,11161,53
263087,19905,9332,1478
394160,27454,296447,74
263089,19905,9332,1478
78342,7684,11101,517
263091,19905,9332,1478
263092,19905,9332,1478
263093,19905,9332,1478
132021,11162,50637,4388
263095,19905,9332,1478
394168,26516,5558,103
263097,19905,9332,1478
263096,19905,9332,1478
263099,19905,9332,1478
263100,19905,9332,1478
394171,26516,5558,103
394174,26516,5558,103
394175,26516,5558,103
394169,26516,5558,103
394177,26516,5558,103
394178,26516,5558,103
394179,26516,5558,103
263108,19905,9332,1478
263105,19905,9332,1478
263106,19905,9332,1478
263107,19905,9332,1478
78347,7841,56373,4774
394180,26516,5558,103
104399,9435,49567,4143
263115,19374,242028,8100
394182,26516,5558,103
394191,26516,5558,103
394192,26516,5558,103
104400,9435,49567,4143
78349,7841,56373,4774
263119,19943,8404,110
263125,16687,185978,7114
104403,9435,49567,4143
394207,28733,210386,7871
78352,7622,11657,84
104404,9435,49567,4143
104405,9435,49567,4143
130457,11327,11857,830
130458,11327,11857,830
104407,9435,49567,4143
104408,9435,49567,4143
130460,11327,11857,830
78357,5757,34761,2335
394237,26516,5558,103
394238,26143,4691,66
130461,11327,11857,830
312823,23597,107438,5549
78359,7668,67688,4969
78360,7668,67688,4969
132106,11113,11161,53
132108,11113,11161,53
312825,23597,107438,5549
218866,17782,217270,497
78362,7668,67688,4969
132116,11216,48710,3801
132117,10643,92388,3812
78363,5784,1676,241
338879,25336,259189,696
312828,23597,107438,5549
78364,5757,34761,2335
132126,11397,81051,5120
132127,11415,132016,6038
338880,25336,259189,696
132128,11150,10256,166
312831,23597,107438,5549
312833,23597,107438,5549
132158,11422,129754,6009
260732,18616,220172,7950
132163,7094,51534,4505
312836,23597,107438,5549
244919,18768,188842,500
260735,18616,220172,7950
312839,23597,107438,5549
312840,23597,107438,5549
312843,23597,107438,5549
57356,6565,12014,4
78380,18350,10395,346
260742,18616,220172,7950
394368,26517,5558,103
394369,26517,5558,103
394371,26517,5558,103
263300,19716,125995,5939
394372,28710,37646,124
394374,26518,5558,103
263303,20211,75484,5059
263304,19765,192737,1537
312849,23597,107438,5549
263306,19492,33588,2195
263307,19492,33588,2195
263308,19492,33588,2195
263309,19492,33588,2195
263310,19492,33588,2195
263311,19492,33588,2195
263312,19492,33588,2195
263313,19492,33588,2195
263314,19492,33588,2195
263315,19492,33588,2195
263316,19492,33588,2195
263317,19492,33588,2195
263318,19492,33588,2195
263319,19492,33588,2195
263320,19492,33588,2195
250132,19534,49762,4221
263322,19492,33588,2195
263323,19492,33588,2195
263324,19492,33588,2195
312853,23597,107438,5549
263326,19492,33588,2195
263327,19492,33588,2195
263328,19492,33588,2195
263329,19492,33588,2195
263321,19492,33588,2195
263347,19492,33588,2195
263348,19492,33588,2195
263349,19492,33588,2195
263351,19492,33588,2195
263352,19492,33588,2195
263353,19492,33588,2195
263354,20187,12721,146
263356,20187,12721,146
263358,20187,12721,146
263362,20187,12721,146
255305,19779,143025,6185
263365,20187,12721,146
354336,26438,49150,3974
263367,20187,12721,146
263368,20187,12721,146
263369,20187,12721,146
263370,20187,12721,146
263371,20187,12721,146
263373,20187,12721,146
263374,20187,12721,146
263375,20187,12721,146
263377,20187,12721,146
263378,20187,12721,146
263379,20184,12721,146
263380,20187,12721,146
263382,20187,12721,146
263383,20187,12721,146
263384,20187,12721,146
263385,20187,12721,146
263386,20187,12721,146
263388,20187,12721,146
263389,20187,12721,146
263391,20187,12721,146
263393,20187,12721,146
263394,20187,12721,146
263396,6969,50471,4379
263397,20319,166778,6721
263398,20319,166778,6721
263400,20187,12721,146
263401,25119,9328,418
132332,11295,14855,323
132335,11148,10256,166
52354,6332,46774,353
132341,11148,10256,166
132343,11216,48710,3801
132344,11216,48710,3801
132347,10943,51548,3665
132348,11105,51548,3665
1278,12424,1269,178
132351,11114,11161,53
132373,11222,51725,
132374,11222,51725,
132375,11156,6082,462
132384,11436,126616,5954
52365,6332,46774,353
260779,19493,8341,443
338936,25338,242082,8101
171987,13969,46690,3349
52370,6332,46774,353
52371,18337,46774,353
132423,11015,2327,361
132424,5752,46026,3269
52372,18337,46774,353
132427,11439,14855,323
132429,11439,14855,323
132431,11439,14855,323
132432,11439,14855,323
132434,11439,14855,323
458544,30364,132485,6045
132436,11439,14855,323
132438,11439,14855,323
132439,11439,14855,323
52375,6332,46774,353
263519,20526,197853,7626
263523,20526,197853,7626
338945,25338,242082,8101
52380,7450,49024,3929
52381,5967,49518,4133
52382,6137,48345,3713
52383,6164,49518,4133
132484,6710,55331,4731
234745,18911,381,431
234746,18911,381,431
234747,18911,381,431
338954,25338,242082,8101
234748,18911,381,431
52387,6181,49518,4133
234749,18911,381,431
234751,18911,381,431
263591,19957,247399,8131
263595,17377,125883,5937
263596,18808,218708,4500
234754,18911,381,431
234755,18911,381,431
394682,28930,182746,4347
263620,19754,11104,799
263634,20231,13027,31
394706,20789,268378,385
394710,18338,189275,7218
263639,20231,13027,31
263640,20231,13027,31
263641,20231,13027,31
263643,20231,13027,31
263644,20231,13027,31
263646,20231,13027,31
263647,20231,13027,31
263648,20231,13027,31
263649,20231,13027,31
263650,20231,13027,31
263651,20231,13027,31
263652,20231,13027,31
263653,20231,13027,31
263654,20231,13027,31
263655,20231,13027,31
263656,20231,13027,31
263657,20231,13027,31
263658,20231,13027,31
263659,20231,13027,31
263660,20231,13027,31
263662,20231,13027,31
263671,19958,251252,7204
263672,19958,251252,7204
263673,19958,251252,7204
385609,28353,301121,80
263675,20440,122686,5840
263676,19958,251252,7204
263677,19958,251252,7204
263678,20440,122686,5840
263679,19958,251252,7204
260821,19161,49170,3993
263681,20440,122686,5840
263680,20440,122686,5840
263683,19958,251252,7204
263684,19958,251252,7204
263685,19958,251252,7204
263682,20440,122686,5840
263687,20440,122686,5840
263688,19958,251252,7204
394761,29239,14855,323
263689,20440,122686,5840
263691,19958,251252,7204
263692,20440,122686,5840
263690,19958,251252,7204
394766,19717,13219,351
263695,19958,251252,7204
263694,20440,122686,5840
263697,19067,57386,4791
263698,19958,251252,7204
234773,18787,11367,122
394772,28712,81051,5120
263701,19958,251252,7204
260824,19161,49170,3993
263703,20440,122686,5840
263704,20440,122686,5840
263705,20440,122686,5840
263706,20440,122686,5840
394776,19717,13219,351
263708,19958,251252,7204
263709,19958,251252,7204
234775,18787,11367,122
263711,16250,186564,7131
263712,19958,251252,7204
234776,18787,11367,122
263714,20541,5125,2531
263715,20541,5125,2531
263716,19958,251252,7204
263717,20440,122686,5840
260828,19161,49170,3993
263719,20231,13027,31
260829,19161,49170,3993
263722,19958,251252,7204
234778,18787,11367,122
263724,19958,251252,7204
263725,19886,17629,1079
263726,20541,5125,2531
263727,19886,17629,1079
132656,14696,20215,269
260831,19161,49170,3993
263732,20543,45348,3206
263737,20543,45348,3206
263739,20543,45348,3206
234782,18787,11367,122
263745,20541,5125,2531
263746,20411,141240,6155
263747,20541,5125,2531
263748,20411,141240,6155
263749,20411,141240,6155
260834,19161,49170,3993
263751,19886,17629,1079
78477,7303,33588,2195
52427,5929,49263,4054
263775,18620,196418,1620
394873,27535,369998,9771
263805,20541,5125,2531
263806,20546,49286,4067
263807,20541,5125,2531
223006,18066,23467,948
263809,15090,11944,104
394886,20069,50070,3250
132743,17461,47383,356
263816,19346,12572,114
263818,20541,5125,2531
263821,15090,11944,104
263822,20182,51223,116
263824,20295,83960,5155
263826,20295,83960,5155
263828,19493,8341,443
263829,19745,162139,1814
263830,19745,162139,1814
263831,19745,162139,1814
263832,19745,162139,1814
263834,19745,162139,1814
263835,19745,162139,1814
263836,19745,162139,1814
263837,19745,162139,1814
263838,19745,162139,1814
263839,19745,162139,1814
263840,19745,162139,1814
263841,19745,162139,1814
263842,19745,162139,1814
263843,19745,162139,1814
263844,19745,162139,1814
263845,19745,162139,1814
263846,19745,162139,1814
263847,19539,162154,1814
263848,19745,162139,1814
263850,19745,162139,1814
104270,9401,49567,4143
263852,19745,162139,1814
263853,18932,234250,8055
263854,19745,162139,1814
263856,19590,1269,178
263858,20295,83960,5155
263859,20295,83960,5155
263862,19493,8341,443
263864,20295,83960,5155
263865,20295,83960,5155
263866,20295,83960,5155
263867,20295,83960,5155
263868,20295,83960,5155
263869,20295,83960,5155
263870,20295,83960,5155
132799,11449,21393,1135
263871,20295,83960,5155
263873,20295,83960,5155
132801,11449,21393,1135
263875,20295,83960,5155
132804,11449,21393,1135
132805,11449,21393,1135
263878,20295,83960,5155
132806,11449,21393,1135
132803,11449,21393,1135
263881,20294,83960,5155
132810,11449,21393,1135
263883,20295,83960,5155
263884,20295,83960,5155
263885,20295,83960,5155
132814,11449,21393,1135
263887,20295,83960,5155
132815,11449,21393,1135
132816,11449,21393,1135
263890,20295,83960,5155
263889,20295,83960,5155
132820,10644,92388,3812
132813,11449,21393,1135
263894,20295,83960,5155
263891,20295,83960,5155
263896,16041,196502,3656
263888,20295,83960,5155
104553,9436,49567,4143
263902,19529,193915,7436
263907,19745,162139,1814
394979,29114,118778,4347
394982,29239,14855,323
263913,20228,256883,8222
263919,20292,10471,1167
132849,12790,132485,6045
132850,12790,132485,6045
132851,12790,132485,6045
263924,15629,191253,4525
132853,12790,132485,6045
132854,12790,132485,6045
132852,12791,132485,6045
132855,12790,132485,6045
132857,12790,132485,6045
132856,12791,132485,6045
132859,12791,132485,6045
132860,12790,132485,6045
132861,12790,132485,6045
132862,12791,132485,6045
132863,12790,132485,6045
132864,12790,132485,6045
132865,12791,132485,6045
132866,12790,132485,6045
132867,12790,132485,6045
132868,12791,132485,6045
132869,12790,132485,6045
132870,12791,132485,6045
132871,12790,132485,6045
132872,12790,132485,6045
132873,12790,132485,6045
132874,12790,132485,6045
132875,12790,132485,6045
132876,12790,132485,6045
132877,12790,132485,6045
132878,12791,132485,6045
114694,10225,30582,2015
263952,19457,181898,7011
263953,19457,181898,7011
132882,12790,132485,6045
132881,12790,132485,6045
132884,12790,132485,6045
132880,12790,132485,6045
132886,12790,132485,6045
263959,20492,251252,7204
263960,20492,251252,7204
132889,12790,132485,6045
132890,12790,132485,6045
132887,12790,132485,6045
395036,25916,366762,252
132893,12790,132485,6045
263966,20492,251252,7204
132895,12790,132485,6045
263968,20492,251252,7204
132897,12790,132485,6045
263969,20492,251252,7204
263971,19542,29101,1969
132892,12790,132485,6045
263964,20492,251252,7204
263974,19542,29101,1969
132896,12790,132485,6045
263976,20232,13027,31
132905,11454,122872,5852
263978,19542,29101,1969
263977,20492,251252,7204
132908,11454,122872,5852
263980,20492,251252,7204
132910,11454,122872,5852
263983,19542,29101,1969
132912,11454,122872,5852
132913,11454,122872,5852
263985,20492,251252,7204
263984,20232,13027,31
132916,11454,122872,5852
263989,20232,13027,31
132918,11454,122872,5852
263990,19542,29101,1969
132919,11454,122872,5852
132917,11454,122872,5852
263994,20232,13027,31
132923,11455,122872,5852
263996,20232,13027,31
263988,20492,251252,7204
263998,20492,251252,7204
132926,11455,122872,5852
132928,11455,122872,5852
132920,11454,122872,5852
132930,11455,122872,5852
132931,11455,122872,5852
132932,11455,122872,5852
132933,11455,122872,5852
132934,11455,122872,5852
132935,11455,122872,5852
132936,11455,122872,5852
132937,11455,122872,5852
132938,11455,122872,5852
132939,11455,122872,5852
132940,11455,122872,5852
132941,11455,122872,5852
260887,20287,34123,1999
208784,17178,48273,3702
132945,11153,90064,5260
395090,27759,373350,6585
132946,11153,90064,5260
395092,35431,67688,4969
132949,11153,90064,5260
132950,11153,90064,5260
132951,11153,90064,5260
132952,11447,90064,5260
132953,11447,90064,5260
132954,11447,90064,5260
132955,11153,90064,5260
132956,11447,90064,5260
132957,11447,90064,5260
132958,11447,90064,5260
260889,20287,34123,1999
132959,11447,90064,5260
132969,11153,90064,5260
132971,11359,56373,4774
132972,11359,56373,4774
132977,11153,90064,5260
132979,11153,90064,5260
132980,11153,90064,5260
132981,10414,11666,398
132984,11153,90064,5260
132985,11147,10256,166
395128,29260,394663,10178
359574,26227,290852,8593
260898,20287,34123,1999
132997,11460,12662,398
132998,11460,12662,398
132999,11460,12662,398
264072,20232,13027,31
264071,19542,29101,1969
264074,20232,13027,31
133003,11460,12662,398
264075,19542,29101,1969
264077,20232,13027,31
133004,11460,12662,398
133007,11460,12662,398
264080,20232,13027,31
133009,11460,12662,398
264081,20232,13027,31
264083,20232,13027,31
264084,19542,29101,1969
133013,11460,12662,398
133014,11460,12662,398
133012,11460,12662,398
264088,20232,13027,31
133017,11460,12662,398
264089,20232,13027,31
133019,11460,12662,398
133020,11460,12662,398
133015,11460,12662,398
133018,11460,12662,398
264094,19542,29101,1969
133016,11460,12662,398
133025,11460,12662,398
395170,25650,333330,9182
264099,19542,29101,1969
133027,11460,12662,398
133026,11460,12662,398
133029,11460,12662,398
133031,10414,11666,398
264104,19542,29101,1969
133032,11150,10256,166
133034,11460,12662,398
264107,19542,29101,1969
133036,10643,92388,3812
264110,20492,251252,7204
264113,19542,29101,1969
264114,19542,29101,1969
264116,19542,29101,1969
264118,19720,142574,208
264119,19720,142574,208
264120,19720,142574,208
264121,19720,142574,208
264122,19720,142574,208
264124,19720,142574,208
264125,19542,29101,1969
264129,19467,200285,7700
286962,21907,33746,687
365117,18257,11102,350
264132,19467,200285,7700
264134,20492,251252,7204
264135,20319,166778,6721
264136,20319,166778,6721
264137,19467,200285,7700
365119,27107,147184,6260
395221,26367,8129,34
264149,17377,125883,5937
264153,20557,261372,8262
264155,20557,261372,8262
264156,20557,261372,8262
264157,20557,261372,8262
264159,20557,261372,8262
264160,20557,261372,8262
264161,20557,261372,8262
264162,20557,261372,8262
264163,20557,261372,8262
264164,20557,261372,8262
365124,27145,364419,2376
365126,27145,364419,2376
365128,27107,147184,6260
365129,27145,364419,2376
365132,27107,147184,6260
264213,13733,1891,
264218,18070,3512,175
264219,19492,33588,2195
395291,29109,193915,7436
264228,20138,12789,125
264229,20138,12789,125
264230,20138,12789,125
264231,20138,12789,125
264232,20138,12789,125
264257,34663,12789,125
365146,27107,147184,6260
130682,11340,130047,6013
264292,16297,92915,5308
264294,17135,206573,7820
264299,8327,11854,414
264300,8327,11854,414
264301,8327,11854,414
264302,8327,11854,414
264303,8327,11854,414
15716,6690,49462,84
264305,8327,11854,414
264306,8327,11854,414
264307,8327,11854,414
264308,8327,11854,414
264310,8327,11854,414
365153,27107,147184,6260
264315,18696,189991,5954
264320,19644,36774,2513
320960,24026,202627,7757
126102,11014,49393,1536
339107,24301,324375,9146
264342,19740,162139,1814
264343,19740,162139,1814
234901,26444,10817,261
264344,19740,162139,1814
264346,19740,162139,1814
264347,19740,162139,1814
264348,19740,162139,1814
264349,19740,162139,1814
264350,19740,162139,1814
264351,19740,162139,1814
234903,18249,16283,261
264352,19740,162139,1814
264354,19740,162139,1814
264355,19740,162139,1814
264356,19740,162139,1814
264357,19740,162139,1814
264358,19740,162139,1814
264359,19740,162139,1814
264360,19740,162139,1814
264361,19740,162139,1814
264362,19740,162139,1814
234905,18781,1380,221
264363,19740,162139,1814
234906,18249,16283,261
264368,19534,49762,4221
264369,19534,49762,4221
264370,19740,162139,1814
264372,18810,232759,8046
264373,19903,9332,1478
234908,26442,10817,261
264379,19493,8341,443
208857,15967,38131,2673
264381,19340,9328,418
234909,18249,16283,261
264383,19769,162136,1814
264384,19769,162136,1814
264385,19769,162136,1814
264386,19769,162136,1814
264387,19769,162136,1814
